Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1658056643,Device: id=1,RX,0.13781399688821,388.30468201322,410.35492151533,148574,52327758
1658056644,Device: id=1,RX,0.69950975289874,1977.8518564281,2089.7734168919,848090,299561448
1658056645,Device: id=1,RX,0.70520537903602,1995.1006558403,2107.9335164861,1553328,548960566
1658056646,Device: id=1,RX,0.70728786472786,1995.0677085983,2108.2337669547,2260624,798346898
1658056647,Device: id=1,RX,0.70779668753424,1997.146167018,2110.3936370235,2968445,1047998744
1658056648,Device: id=1,RX,0.70537358992727,1997.0204880581,2109.8802624465,3673858,1297640252
1658056649,Device: id=1,RX,0.70518174151931,1994.5051230343,2107.3342016774,4379079,1546967272
1658056650,Device: id=1,RX,0.70506063945271,1996.057315536,2108.8670178485,5084157,1796480580
1658056651,Device: id=1,RX,0.70711939050541,1995.7714606558,2108.9105631367,5791305,2045962106
1658056652,Device: id=1,RX,0.70476339980478,1995.0847809164,2107.8469248851,6496111,2295362778
1658056653,Device: id=1,RX,0.70612299580176,1995.477561195,2108.4572405233,7202317,2544826794
1658056654,Device: id=1,RX,0.70569826112653,1993.9424148328,2106.854136613,7908017,2794070210
1658056655,Device: id=1,RX,0.70627758911569,1996.7127923056,2109.7172065641,8614328,3043671116
1658056656,Device: id=1,RX,0.70401989444866,1995.4685219212,2108.111705033,9318386,3293118182
1658056657,Device: id=1,RX,0.70616560629868,1996.935643802,2109.9221408098,10024588,3542748002
1658056658,Device: id=1,RX,0.70704213119308,1998.6915019211,2111.818242912,10731691,3792605948
1658056659,Device: id=1,RX,0.70631295169117,1997.7616876964,2110.771759967,11438049,4042342086
1658056660,Device: id=1,RX,0.70718892334206,1997.8370900704,2110.9873178051,12145297,4292092584
1658056661,Device: id=1,RX,0.7070464034524,1995.8784063239,2109.0058308763,12852408,4541600178
1658056662,Device: id=1,RX,0.70545611355037,1996.0913626095,2108.9643407775,13557903,4791125352
1658056663,Device: id=1,RX,0.70527463330675,1997.4750227287,2110.3189640577,14263192,5040814816
1658056664,Device: id=1,RX,0.70666212512903,1995.8234242075,2108.8893642281,14969885,5290303644
1658056665,Device: id=1,RX,0.70425967662966,1996.9727699849,2109.6543182456,15674170,5539934216
1658056666,Device: id=1,RX,0.70271235337191,1997.0163959407,2109.4503724802,16376895,5789565758
1658056667,Device: id=1,RX,0.7065743496594,1996.519316187,2109.5712121325,17083513,6039146090
1658056668,Device: id=1,RX,0.70638237762183,1997.4121162754,2110.4332966948,17789956,6288844032
1658056669,Device: id=1,RX,0.70757913690923,1997.755981929,2110.9686438345,18497553,6538569834
1658056670,Device: id=1,RX,0.70453771621779,1997.4813673094,2110.2074019043,19202158,6788278850
1658056671,Device: id=1,RX,0.70514251530904,1995.940924667,2108.7637271164,19907329,7037781544
1658056672,Device: id=1,RX,0.70535877921084,1996.3524831488,2109.2098878226,20612718,7287336296
1658056673,Device: id=1,RX,0.70656366891063,1997.1694926685,2110.2196796942,21319308,7536991786
1658056674,Device: id=1,RX,0.7056967777414,1997.9510726971,2110.8625571358,22025051,7786752028
1658056675,Device: id=1,RX,0.70650624066656,1996.8750006712,2109.9159991779,22731600,8036376510
1658056676,Device: id=1,RX,0.70703311205964,1995.8269143604,2108.95221229,23438672,8285868596
1658056677,Device: id=1,RX,0.70511047336519,1996.8711966092,2109.6888723476,24143799,8535483346
1658056678,Device: id=1,RX,0.70527759832974,1994.7955401979,2107.6399559307,24849118,8784847426
1658056679,Device: id=1,RX,0.70728533726224,1998.7397801103,2111.9054340722,25556418,9034695078
1658056680,Device: id=1,RX,0.70564520057544,1996.684031682,2109.5872637741,26262073,9284284048
1658056681,Device: id=1,RX,0.70433560583033,1995.8390011755,2108.5326981084,26966415,9533766188
1658056682,Device: id=1,RX,0.70432026125264,1995.1078093576,2107.799051158,27670739,9783155988
1658056683,Device: id=1,RX,0.7052494789571,1997.6341290304,2110.4740456636,28376041,10032878850
1658056684,Device: id=1,RX,0.70464324703057,1995.7932586389,2108.5361781638,29080687,10282353982
1658056685,Device: id=1,RX,0.70496718851014,1996.1820250193,2108.9767751809,29785662,10531879500
1658056686,Device: id=1,RX,0.70583696439566,1996.6400699116,2109.5739842149,30491522,10781467654
1658056687,Device: id=1,RX,0.70597757320097,1995.770397375,2108.7268090871,31197523,11030947232
1658056688,Device: id=1,RX,0.61564225724534,1744.5560134066,1843.0587745658,31813209,11249032228
1658056689,Device: id=1,RX,0.32178436661832,907.28780713457,958.77330579351,32135023,11362453648
1658056690,Device: id=1,RX,0.28284132844984,800.8560126462,846.11062519818,32417884,11462567612
1658056691,Device: id=1,RX,0.36520335373026,1034.6333122937,1093.0658488906,32783112,11591905504
1658056692,Device: id=1,RX,0.36783496518781,1044.6454774347,1103.4990718648,33150966,11722492946
1658056693,Device: id=1,RX,0.36596180187276,1033.0336331921,1091.5875214918,33516935,11851624690
1658056694,Device: id=1,RX,0.36378856298156,1032.6838081305,1090.8899782076,33880749,11980719192
1658056695,Device: id=1,RX,0.36849921815317,1042.2446524243,1101.2045273288,34249284,12111012424
1658056696,Device: id=1,RX,0.35850289084569,1016.4837926477,1073.844255183,34607809,12238080734
1658056697,Device: id=1,RX,0.36536722607712,1035.1524005632,1093.6111567355,34973203,12367484266
1658056698,Device: id=1,RX,0.36363293091237,1029.7797252185,1087.9609941645,35336847,12496210650
1658056699,Device: id=1,RX,0.3556696108628,1002.8586482331,1059.7657859712,35692521,12621569528
1658056700,Device: id=1,RX,0.24399225015748,693.05298443821,732.0917444634,35936526,12708205678
