router,1,3,3,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
ndpi_stat,3,2,5,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,52,0,52,0,0,0,0,0,W,0,0,0,0,0,0,0,0
ndpi_stat,3,2,5,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,276240,276240,276240,276240,0,276240,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,276185,276247,276247,276247,0,276247,0,0,W,0,76040,0,76040,0,0,0,0
ndpi_stat,3,2,5,276255,276255,276255,276255,0,276255,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,276255,276255,276255,276255,0,276255,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,276259,276257,276259,276257,276257,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,353735,353735,629982,629982,0,629982,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,353749,353749,630004,630004,0,630004,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,353757,353757,630012,630012,0,630012,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,353805,353805,630064,630064,0,630064,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,353805,353805,630066,630066,630066,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,353375,353373,983379,983377,0,983377,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,353392,353392,983404,983404,0,983404,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,353357,353357,983421,983421,0,983421,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,353365,353365,983431,983431,0,983431,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,353371,353371,983439,983439,983439,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,353404,353404,1336808,1336808,0,1336808,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,353406,353406,1336827,1336827,0,1336827,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,353399,353399,1336830,1336830,0,1336830,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,353402,353404,1336843,1336843,0,1336843,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,353404,353404,1336851,1336851,1336851,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,353534,353534,1690361,1690361,0,1690361,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,353630,353630,1690460,1690460,0,1690460,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,353630,353630,1690473,1690473,0,1690473,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,353634,353632,1690485,1690483,0,1690485,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,353633,353634,1690487,1690487,1690487,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,352818,352819,2043278,2043278,0,2043278,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,352827,352827,2043300,2043300,0,2043300,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,352819,352819,2043304,2043304,0,2043304,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,352827,352827,2043314,2043314,0,2043314,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,352753,352753,2043322,2043322,2043322,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,571569,571569,2614869,2614869,0,2614869,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,571701,571701,2615005,2615005,0,2615005,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,571727,571727,2615041,2615041,0,2615041,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,571783,571779,2615105,2615101,0,2615105,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,571811,571791,2615157,2615137,2615137,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,1486332,1486332,4101337,4101337,0,4101337,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,1486468,1486480,4101525,4101521,0,4101521,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,1486460,1486452,4101565,4101557,0,4101557,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,1486433,1486437,4101590,4101590,0,4101590,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,1486410,1486410,4101603,4101603,4101603,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,1500948,1500948,5602453,5602453,0,5602453,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,1501081,1501081,5602646,5602646,0,5602646,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,1501133,1501123,5602725,5602713,0,5602713,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,1501150,1501150,5602753,5602753,0,5602753,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,1501219,1501175,5602829,5602785,5602785,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,1498620,1498620,7101266,7101266,0,7101266,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,1498633,1498633,7101358,7101358,0,7101358,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,1498608,1498608,7101405,7101405,0,7101405,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,1500140,1500152,7102981,7102981,0,7102981,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,1500172,1500172,7103049,7103049,7103049,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,1501107,1501107,8602465,8602465,0,8602465,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,1501360,1501360,8602765,8602765,0,8602765,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,1499840,1499840,8602821,8602821,0,8602821,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,1499795,1499795,8602844,8602844,0,8602844,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,1499808,1499808,8602917,8602917,8602917,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,1498468,1498468,10101229,10101229,0,10101229,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,1498544,1498544,10101365,10101365,0,10101365,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,1498532,1498553,10101397,10101397,0,10101397,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,1498512,1498512,10101429,10101429,0,10101429,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,1498528,1498528,10101477,10101477,10101477,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,1498416,1498416,11599781,11599781,0,11599781,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,1498514,1498504,11599913,11599901,0,11599901,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,1498504,1498508,11599937,11599937,0,11599937,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,1498507,1498528,11600005,11600005,0,11600005,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,1498498,1498498,11600033,11600033,11600033,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,1498600,1498568,13098473,13098441,0,13098473,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,1498688,1498720,13098657,13098657,0,13098657,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,1498705,1498699,13098710,13098704,0,13098704,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,1498704,1498704,13098737,13098737,0,13098737,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,1498696,1498696,13098781,13098781,13098781,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,1499840,1499840,14598485,14598485,0,14598485,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,1499950,1499959,14598663,14598663,0,14598663,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,1499948,1499948,14598689,14598689,0,14598689,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,1499951,1499951,14598732,14598732,0,14598732,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,1499970,1499970,14598783,14598783,14598783,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,1501231,1501231,16099865,16099865,0,16099865,0,0,W,0,0,0,0,0,0,0,0
firewall,2,1,4,1501310,1501310,16099999,16099999,0,16099999,0,0,W,0,0,0,76040,0,0,0,0
ndpi_stat,3,2,5,1501297,1501297,16100033,16100033,0,16100033,0,0,W,0,0,0,0,0,0,0,0
payload_scan,4,4,6,1501302,1501302,16100085,16100085,0,16100085,0,0,W,0,0,0,0,0,0,0,0
bridge,5,5,7,1501305,1501286,16100116,16100097,16100097,0,0,0,W,0,0,0,0,0,0,0,0
router,1,3,3,1515326,1515322,17615325,17615321,0,17615321,0,0,W,0,0,0,0,0,0,0,0
