 ; 
 ; 
5000_64; 500_64:-0.9037134971415447 1000_64:-0.8798847149879147 1500_64:-0.7298890403124887 2000_64:-0.17757934193275987 2500_64:0.5987217695071759 3000_64:0.8434303367362631 3500_64:0.9123789467518477 4000_64:0.9554953446643935 4500_64:0.9856031077783014 5000_64:1.0 5500_64:0.9885889859243477 6000_64:0.9604248057521325 6500_64:0.9165158835418677 7000_64:0.8675426911839793 7500_64:0.8004946206392899 8000_64:0.7377927176573242 8500_64:0.6655558657008807 9000_64:0.6439276456185883 9500_64:0.5858104397711924 10000_64:0.510461770868423 500_256:-0.9085548039169066 1000_256:-0.9495900195528625 1500_256:-0.945565594264157 2000_256:-0.9392727667167577 2500_256:-0.9159624967184172 3000_256:-0.8816540577057951 3500_256:-0.8136293832018764 4000_256:-0.7350017414380439 4500_256:-0.5990947409773868 5000_256:-0.4018699492884475 5500_256:-0.11582498309960329 6000_256:0.019741686454288348 6500_256:0.2212985935533137 7000_256:0.3728751929037117 7500_256:0.4458663479572941 8000_256:0.4992065791592591 8500_256:0.5590231614611411 9000_256:0.5653008688177847 9500_256:0.6639232389147677 10000_256:0.7005890557557194 500_imix:-0.9613080519216245 1000_imix:-0.9627033637161229 1500_imix:-0.9764750060675992 2000_imix:-0.9756271403182172 2500_imix:-0.9651640253628668 3000_imix:-0.9559174263072124 3500_imix:-0.9477507284667553 4000_imix:-0.9056730867246069 4500_imix:-0.9070294174663968 5000_imix:-0.8548274816842852 5500_imix:-0.630163169311921 6000_imix:-0.8238680672988853 6500_imix:-0.6619273560134511 7000_imix:-0.5922238228501366 7500_imix:-0.41014648120462294 8000_imix:-0.26007919688221487 8500_imix:-0.06111260284657764 9000_imix:0.12483540854021924 9500_imix:0.22057803475462293 10000_imix:0.35210628301631053 
 ; 
 ; 
5500_64; 500_64:-0.8885527728182628 1000_64:-0.897116743859011 1500_64:-0.7701413750133416 2000_64:-0.268703346236469 2500_64:0.5060417264626521 3000_64:0.7650077144602833 3500_64:0.8505848939897737 4000_64:0.9069402723749788 4500_64:0.9594281850732514 5000_64:0.9885889859243477 5500_64:1.0000000000000002 6000_64:0.9901426718144827 6500_64:0.9644989791957528 7000_64:0.926828000628466 7500_64:0.8762274371641094 8000_64:0.8220358043617236 8500_64:0.7518813615731735 9000_64:0.7344021838033611 9500_64:0.679772844875886 10000_64:0.6192370852651833 500_256:-0.8850830960962118 1000_256:-0.9300291786487231 1500_256:-0.9425607737947878 2000_256:-0.9518066803236467 2500_256:-0.9407449198340122 3000_256:-0.9165538471983367 3500_256:-0.8674451848682574 4000_256:-0.80651630056366 4500_256:-0.6871599271686839 5000_256:-0.5138228876826024 5500_256:-0.23788090055944489 6000_256:-0.11111897823422258 6500_256:0.08982676997094664 7000_256:0.24722565590894768 7500_256:0.32639672191775826 8000_256:0.38493014548355237 8500_256:0.4481564493549159 9000_256:0.46931296842821346 9500_256:0.5592000983243786 10000_256:0.6022701370316799 500_imix:-0.9259412424698875 1000_imix:-0.9271517051005776 1500_imix:-0.9471507093742062 2000_imix:-0.951974668726988 2500_imix:-0.9485016527406035 3000_imix:-0.9499730482137122 3500_imix:-0.9468978977825966 4000_imix:-0.9038785675525467 4500_imix:-0.9122852418934738 5000_imix:-0.8676950562369794 5500_imix:-0.6453294251105413 6000_imix:-0.8554397654633413 6500_imix:-0.6983541944306346 7000_imix:-0.6266561078557499 7500_imix:-0.4574471877321306 8000_imix:-0.30893977696111613 8500_imix:-0.11923402601203577 9000_imix:0.05165173953365784 9500_imix:0.1500195513548882 10000_imix:0.2795150304164264 
 ; 
 ; 
6000_64; 500_64:-0.8558429856183568 1000_64:-0.8891844037074732 1500_64:-0.7912201701605982 2000_64:-0.35133128990237256 2500_64:0.40198194192589604 3000_64:0.6762531372105232 3500_64:0.7720226610847984 4000_64:0.8416912748697266 4500_64:0.9133080721229158 5000_64:0.9604248057521325 5500_64:0.9901426718144827 6000_64:1.0 6500_64:0.9907460721659787 7000_64:0.9651854408132885 7500_64:0.9303818356793713 8000_64:0.8887650825194697 8500_64:0.8228152619464402 9000_64:0.809602630710813 9500_64:0.7616764144124505 10000_64:0.7136561800579706 500_256:-0.8390700918397892 1000_256:-0.8895189638565272 1500_256:-0.913872354414595 2000_256:-0.939188663098178 2500_256:-0.9439727684738963 3000_256:-0.9296541844004402 3500_256:-0.8976230352072624 4000_256:-0.8537341550875575 4500_256:-0.7548387128110162 5000_256:-0.604066330051806 5500_256:-0.3498795997290133 6000_256:-0.23134541020088142 6500_256:-0.0333940854443098 7000_256:0.12375643130589141 7500_256:0.20530653836649373 8000_256:0.26584306357034876 8500_256:0.33269304813774014 9000_256:0.37106203242684277 9500_256:0.45255870905660517 10000_256:0.49676815255543644 500_imix:-0.8728869379146241 1000_imix:-0.873741452873197 1500_imix:-0.9035766131196199 2000_imix:-0.9140638538183119 2500_imix:-0.9184532536751915 3000_imix:-0.9260066552942006 3500_imix:-0.9321497412578539 4000_imix:-0.8883540550157356 4500_imix:-0.9089148846815687 5000_imix:-0.8692105649803771 5500_imix:-0.6497735739887206 6000_imix:-0.8730492664331398 6500_imix:-0.7261798697207449 7000_imix:-0.6632484609570307 7500_imix:-0.4986084797862701 8000_imix:-0.3674324150887523 8500_imix:-0.19110899005838541 9000_imix:-0.03771889419547944 9500_imix:0.06625010347300392 10000_imix:0.1926559867823261 
 ; 
 ; 
6500_64; 500_64:-0.8071724903688388 1000_64:-0.8677285974624748 1500_64:-0.7956111713126283 2000_64:-0.42356471186317207 2500_64:0.2950785394101606 3000_64:0.5790003445508144 3500_64:0.6852018040200922 4000_64:0.7657633854653686 4500_64:0.856313152066327 5000_64:0.9165158835418677 5500_64:0.9644989791957528 6000_64:0.9907460721659787 6500_64:0.9999999999999999 7000_64:0.9872820351505656 7500_64:0.9694528531353278 8000_64:0.9379971509543528 8500_64:0.8807611040038406 9000_64:0.8699315535734327 9500_64:0.8306559659688376 10000_64:0.7958251264512266 500_256:-0.7839082776065097 1000_256:-0.838820112586842 1500_256:-0.8763434754964616 2000_256:-0.9132141099552246 2500_256:-0.9336610706835975 3000_256:-0.9277129830519593 3500_256:-0.9142862894282199 4000_256:-0.8838535019992196 4500_256:-0.8060413823583796 5000_256:-0.6863531237481665 5500_256:-0.4550443617905499 6000_256:-0.34588485077691217 6500_256:-0.1550551014700665 7000_256:0.000664550985134132 7500_256:0.08805614277982246 8000_256:0.14795309159706024 8500_256:0.21741945086357592 9000_256:0.2664778556908886 9500_256:0.3384023174367686 10000_256:0.386339469141868 500_imix:-0.8078205681801232 1000_imix:-0.812062914315836 1500_imix:-0.8475289920243985 2000_imix:-0.862747884178264 2500_imix:-0.8727348430780132 3000_imix:-0.8880966298279603 3500_imix:-0.9010242931391501 4000_imix:-0.8594237299431536 4500_imix:-0.8860683841254826 5000_imix:-0.85661145552288 5500_imix:-0.644185051781114 6000_imix:-0.8780608054544642 6500_imix:-0.7387225515904413 7000_imix:-0.683040511269597 7500_imix:-0.5332713911022211 8000_imix:-0.4165434812106352 8500_imix:-0.25711859430768363 9000_imix:-0.12123903047346123 9500_imix:-0.01581295411406996 10000_imix:0.10235462214741767 
 ; 
 ; 
7000_64; 500_64:-0.743886063722763 1000_64:-0.8263573140926503 1500_64:-0.7850464576580023 2000_64:-0.45146970606336023 2500_64:0.1939253285989875 3000_64:0.4904164018060449 3500_64:0.6011674663110458 4000_64:0.6931365970705983 4500_64:0.7886501391599636 5000_64:0.8675426911839793 5500_64:0.926828000628466 6000_64:0.9651854408132885 6500_64:0.9872820351505656 7000_64:0.9999999999999999 7500_64:0.9876549665521857 8000_64:0.969620004944713 8500_64:0.9189974867602742 9000_64:0.9164891484395536 9500_64:0.8829715912864022 10000_64:0.8538360720750151 500_256:-0.7015211341247758 1000_256:-0.7732797578672586 1500_256:-0.8167678422389312 2000_256:-0.8649126628667048 2500_256:-0.9019966834650639 3000_256:-0.9155960270717672 3500_256:-0.9149630209885737 4000_256:-0.8929182217990321 4500_256:-0.8467014921085128 5000_256:-0.7431422433096242 5500_256:-0.5341743874515126 6000_256:-0.43686623188562945 6500_256:-0.24444562307075687 7000_256:-0.11092462441565624 7500_256:-0.02687707566143891 8000_256:0.03512709407358529 8500_256:0.10788534450348486 9000_256:0.1697128771745517 9500_256:0.23967732161689373 10000_256:0.29090303224092573 500_imix:-0.7357101494897144 1000_imix:-0.7455000663141006 1500_imix:-0.7949782397130679 2000_imix:-0.8173881555161199 2500_imix:-0.8376005599237493 3000_imix:-0.8495880756722493 3500_imix:-0.8662707175090615 4000_imix:-0.8294741056633876 4500_imix:-0.8793761545100383 5000_imix:-0.8289154778121557 5500_imix:-0.6341305225432695 6000_imix:-0.8865321035275034 6500_imix:-0.7522894166764926 7000_imix:-0.7156704453282577 7500_imix:-0.575277891484432 8000_imix:-0.4678403149833216 8500_imix:-0.3405614543940827 9000_imix:-0.20289983341064635 9500_imix:-0.08778754131829099 10000_imix:0.025469856069306074 
 ; 
 ; 
7500_64; 500_64:-0.6764975170454957 1000_64:-0.78066748712464 1500_64:-0.7537349714219845 2000_64:-0.4974557612478866 2500_64:0.09884796533174704 3000_64:0.38923615595889666 3500_64:0.5013203649560348 4000_64:0.6006782235334108 4500_64:0.7171930432498557 5000_64:0.8004946206392899 5500_64:0.8762274371641094 6000_64:0.9303818356793713 6500_64:0.9694528531353278 7000_64:0.9876549665521857 7500_64:1.0000000000000002 8000_64:0.9905049823966493 8500_64:0.9555177381518307 9000_64:0.9498007096887657 9500_64:0.9261746294311846 10000_64:0.9097606123870813 500_256:-0.6331360792484203 1000_256:-0.7029349158162594 1500_256:-0.7597721359731061 2000_256:-0.8166555599147859 2500_256:-0.8671388436706888 3000_256:-0.8837654835292174 3500_256:-0.9022539140511348 4000_256:-0.8943146769841626 4500_256:-0.8657299858312711 5000_256:-0.796276567446006 5500_256:-0.5996536538018434 6000_256:-0.52514443397828 6500_256:-0.34840068179101547 7000_256:-0.2143233818508429 7500_256:-0.12515076534462474 8000_256:-0.07368586657430452 8500_256:-0.002989012415644993 9000_256:0.07035997997387058 9500_256:0.11935715409616758 10000_256:0.17584144529292622 500_imix:-0.6566981189647748 1000_imix:-0.6661954699942337 1500_imix:-0.7212923779795329 2000_imix:-0.7466915310630439 2500_imix:-0.7720687621644934 3000_imix:-0.7973874658461236 3500_imix:-0.8225458638753937 4000_imix:-0.7896412972276275 4500_imix:-0.8352861043204283 5000_imix:-0.8156553485004144 5500_imix:-0.621396705939272 6000_imix:-0.8706160924525609 6500_imix:-0.7588716517443327 7000_imix:-0.7236921327223234 7500_imix:-0.5969085227025983 8000_imix:-0.5105989227336831 8500_imix:-0.3895855340331538 9000_imix:-0.27982166529501495 9500_imix:-0.1720255612067033 10000_imix:-0.06909598159596511 
 ; 
 ; 
