,input_rate,output_rate,latency,l2fwd_instructions,l2fwd_branches,l2fwd_branch-misses,l2fwd_branch-load-misses,l2fwd_cache-misses,l2fwd_cache-references,l2fwd_cycles,l2fwd_L1-dcache-load-misses,l2fwd_L1-dcache-loads,l2fwd_LLC-load-misses,l2fwd_LLC-stores,l2fwd_LLC-loads
758,5400.3555622916,5828.0009541703,9.149,1998467300.0,392206448.0,1665635.0,1667164.0,45.0,2591020.0,616281449.0,2676420.0,613227352.0,0.0,1273140.0,1368715.0
759,9101.2067774133,8289.5311678695,6.867,1978364209.0,385720338.0,1659889.0,1658288.0,50.0,3300921.0,618955358.0,3404726.0,598357934.0,50.0,1565463.0,1441176.0
760,1504.8956223541,2074.7849766389,14.288,1718671505.0,339639036.0,1734967.0,1736013.0,395.0,4299230.0,618754300.0,4450127.0,552938591.0,696.0,1996301.0,2119578.0
761,6791.770223448,6366.7086735205,250.329,1783537173.0,348345226.0,1632298.0,1633143.0,150.0,4268608.0,616963780.0,4451635.0,550271371.0,354.0,2181227.0,2303393.0
762,2395.318002926,2261.887465068,14.205,1871078730.0,366326819.0,1643854.0,1642836.0,310.0,3777246.0,618790714.0,3883401.0,575320982.0,0.0,2102020.0,2104801.0
763,1479.1607559886,1882.434163054,11.008,2028438541.0,400791711.0,1648157.0,1648008.0,55.0,2248648.0,619011889.0,2543039.0,628043763.0,25.0,1552232.0,1652895.0
764,5144.9109127711,4765.8582673325,5.734,2144959454.0,421584986.0,1706942.0,1707301.0,15.0,2024483.0,616516583.0,1514296.0,679699683.0,63.0,738378.0,996184.0
765,2071.775768953,2693.3048210472,11.043,1886431285.0,369450378.0,1643606.0,1645485.0,376.0,3411359.0,617385184.0,2843949.0,621673512.0,63.0,1747207.0,1723936.0
766,7712.1637265509,7191.7677140445,257.917,2092337328.0,396298005.0,1648101.0,1632257.0,1061.0,4349657.0,619107645.0,4630050.0,547504864.0,100.0,1229224.0,1300246.0
767,3100.7759393158,3617.6059280749,7.094,2181445068.0,435599552.0,1737920.0,1753500.0,894.0,600757.0,616731233.0,832823.0,697022651.0,125.0,981230.0,1080149.0
768,7824.760185973,7427.1101336269,10.448,1920025623.0,374377833.0,1652216.0,1649884.0,440.0,3572075.0,618929647.0,3125248.0,621539468.0,50.0,1250798.0,1295713.0
769,4287.3806975381,4649.331011149,5.68,2206204758.0,433806365.0,1712908.0,1713649.0,45.0,1531333.0,618981187.0,1243776.0,708745777.0,75.0,551156.0,598351.0
770,8049.1729718488,8234.7884758125,4.794,2321417080.0,441941292.0,1679344.0,1674428.0,406.0,1357578.0,604086832.0,1777960.0,641695089.0,263.0,853844.0,915713.0
771,9829.3435530236,9719.052656559,36.458,1829800756.0,366971260.0,1576747.0,1580273.0,430.0,1881026.0,603146558.0,1989316.0,656126657.0,299.0,855566.0,908701.0
772,8475.6128139433,8208.8455446082,4.893,2201822797.0,426179764.0,1714845.0,1703694.0,2209.0,2431887.0,619150385.0,2534011.0,645745057.0,63.0,1165470.0,1192776.0
773,6046.0779881313,6216.6050825571,11.516,2030765884.0,386605893.0,1634180.0,1633538.0,150.0,2786216.0,617474110.0,2853378.0,605026067.0,38.0,1582864.0,2024722.0
774,7862.9309552687,7921.8505441583,8.973,2027283828.0,397869273.0,1681097.0,1681779.0,65.0,2764163.0,618945248.0,2885581.0,624959262.0,1394.0,771957.0,858538.0
775,8326.6070562844,8224.4701834528,10.982,1972591478.0,385069553.0,1661484.0,1659336.0,145.0,3116428.0,617005222.0,3223982.0,603372079.0,301.0,1918641.0,2005671.0
776,6771.3406136804,6201.240245049,9.165,1977521275.0,375244501.0,1620148.0,1619348.0,125.0,3092866.0,618956129.0,2999673.0,599970830.0,63.0,1112056.0,1198695.0
777,1864.6111084093,2584.2872539492,11.331,1817362852.0,355263517.0,1638493.0,1639449.0,100.0,4148299.0,618265258.0,4096485.0,571681710.0,526.0,1907941.0,2101606.0
778,8831.854374047,8676.1458851399,22.093,1795620208.0,350790501.0,1630162.0,1633757.0,145.0,4329288.0,618034984.0,4621517.0,548015998.0,88.0,2078928.0,2195949.0
779,7517.5274962078,7713.3455011566,13.939,1895716353.0,370869112.0,1603653.0,1596782.0,289.0,3782199.0,618186369.0,4224812.0,563826344.0,288.0,1747356.0,1861481.0
780,9108.8999741095,8782.5046298851,9.488,1913898601.0,375681438.0,1650524.0,1650310.0,943.0,3124551.0,618282742.0,3199533.0,582679415.0,200.0,1654499.0,1767126.0
781,5786.1841940017,5657.4627601965,12.49,1859157104.0,363555103.0,1640236.0,1640828.0,456.0,3770810.0,618263112.0,3980778.0,572001252.0,63.0,1888397.0,1993553.0
782,4812.126418134,5099.6858862609,11.347,1838193840.0,358420726.0,1584564.0,1590578.0,165.0,3885524.0,617616269.0,3955424.0,572997560.0,63.0,1858100.0,1957706.0
783,7154.401880161,6636.2297013863,15.261,1881274729.0,368708159.0,1645947.0,1650219.0,150.0,2711722.0,617771345.0,2188989.0,643288520.0,200.0,1059046.0,1143085.0
784,2140.9622426787,2250.0695046626,7.786,2376249463.0,460524005.0,1744162.0,1731174.0,165.0,2461329.0,618940811.0,2554089.0,646447432.0,150.0,1190895.0,1272138.0
785,3359.618775194,3478.4218936493,17.753,1834861572.0,359329030.0,1728598.0,1730462.0,120.0,3818553.0,617514756.0,4026154.0,568485990.0,100.0,1886431.0,2015656.0
786,4898.5564827812,5215.4962464165,10.211,1840580175.0,360178668.0,1640968.0,1641174.0,90.0,4017566.0,618173095.0,4041279.0,552063011.0,200.0,1914943.0,1941190.0
787,7328.9999897491,6685.8069093794,14.749,1879774123.0,367905292.0,1647993.0,1649025.0,75.0,3756348.0,618856963.0,3848509.0,580213936.0,653.0,2112656.0,2215984.0
788,1082.9267487784,1178.8419035952,9.596,2002718339.0,392673697.0,1625602.0,1622210.0,85.0,2819157.0,617034840.0,2962071.0,618233142.0,388.0,1503824.0,1618705.0
789,2058.1982188916,2066.8192911446,8.845,1955795445.0,383392494.0,1661573.0,1662465.0,90.0,3184010.0,618932900.0,3220733.0,588186471.0,50.0,1231217.0,1330686.0
790,2065.2889791114,1987.6664542451,12.147,2064384932.0,405690023.0,1686826.0,1686231.0,10.0,2534573.0,618951804.0,2984432.0,605702043.0,150.0,1661405.0,1462800.0
791,1691.9892260022,2073.0871548447,5.11,2196470696.0,432098370.0,1710937.0,1670256.0,115.0,1627393.0,616807527.0,1454361.0,699618327.0,88.0,785130.0,856985.0
792,5862.4437401431,6217.0508712985,9.187,2097442477.0,411654762.0,1688652.0,1688923.0,89.0,2223764.0,619036361.0,2032289.0,645162054.0,25.0,1100466.0,1191305.0
793,8627.4105305887,7865.7759734778,7.158,1950797168.0,370486527.0,1610428.0,1606783.0,1005.0,2629102.0,619103389.0,2781622.0,619548755.0,238.0,1568515.0,1665536.0
794,1247.8273468776,1445.8904629387,14.489,1995721881.0,387302290.0,1731144.0,1661492.0,838.0,3873133.0,618895442.0,3178271.0,630313753.0,113.0,1099092.0,1176747.0
795,3629.2723047548,4011.9738724319,4.605,2388629693.0,470393642.0,1780953.0,1727041.0,533.0,687514.0,614956611.0,995661.0,700723785.0,113.0,479018.0,530337.0
796,6809.2690314649,6164.0288804738,5.059,2259683900.0,444387314.0,1732702.0,1730571.0,55.0,1360626.0,617694967.0,1420621.0,696088051.0,172.0,670560.0,718665.0
797,920.30154492157,1262.3363608327,8.995,2156311003.0,429112986.0,1684699.0,1735431.0,50.0,1128686.0,619007589.0,1170570.0,712065446.0,125.0,538482.0,603970.0
798,4263.1322888217,4331.95990086,4.918,2258916243.0,439786638.0,1727316.0,1670699.0,105.0,1920440.0,616956349.0,1924941.0,653064107.0,150.0,919382.0,1001769.0
799,5423.3614035782,5890.6572872554,10.477,1891161343.0,370155611.0,1650534.0,1650177.0,45.0,3679399.0,617770006.0,3767792.0,581902274.0,75.0,1723147.0,1843654.0
800,9698.4998882794,9428.9801295795,14.346,1990001503.0,395603241.0,1653630.0,1700555.0,305.0,2522406.0,618286436.0,2597824.0,644271852.0,163.0,1699948.0,2225254.0
801,7186.1868836099,7052.4942635006,4.912,2261064482.0,445141241.0,1728767.0,1683190.0,1006.0,1342139.0,615601835.0,1378500.0,681049176.0,1266.0,330462.0,363558.0
802,5747.4673642163,5329.4070386472,6.999,2011826640.0,394385608.0,1670674.0,1670283.0,70.0,2847872.0,618811320.0,2943665.0,621506517.0,221.0,932442.0,1037738.0
803,2097.0229353045,2747.9111562485,11.584,2068978218.0,411264564.0,1677726.0,1717034.0,165.0,2044208.0,618393779.0,2364051.0,639420354.0,50.0,1641932.0,1320905.0
804,7665.1351948201,6935.9070987648,5.085,2258009757.0,443849241.0,1737368.0,1736549.0,130.0,1429458.0,616279707.0,897343.0,743832832.0,188.0,676792.0,743800.0
805,1082.1894252947,1488.4040374716,8.361,2029408856.0,398777455.0,1669473.0,1672574.0,132.0,2578452.0,617386143.0,2478646.0,619250188.0,50.0,1186538.0,1353041.0
806,4648.9879368983,4322.0060982593,10.093,1825884965.0,361082105.0,1603043.0,1600218.0,1000.0,2998902.0,618908210.0,2914517.0,612640113.0,13.0,1756605.0,1866496.0
807,2155.2996111242,2768.6740100558,36.94,1832719661.0,356657024.0,1636129.0,1631288.0,1012.0,4362184.0,616204715.0,4426937.0,557623797.0,25.0,1964705.0,2069990.0
808,7814.210421658,7622.184305662,9.977,1893944278.0,370241249.0,1643569.0,1644252.0,461.0,3612894.0,618977773.0,3490157.0,576336718.0,25.0,1582100.0,1787220.0
809,6335.7202136287,6645.6953817748,8.448,1939722853.0,380412708.0,1652738.0,1657287.0,95.0,2596391.0,618984903.0,2172927.0,661022906.0,100.0,1016812.0,1090290.0
810,9072.0413158981,8848.8564766789,8.761,2220122967.0,439703120.0,1686502.0,1674459.0,295.0,2392044.0,615116083.0,2570526.0,644072273.0,25.0,1210062.0,1289574.0
811,6849.0582352158,6689.5917913207,11.517,1955596288.0,392368946.0,1686697.0,1701988.0,105.0,2217995.0,618956594.0,2221343.0,645379155.0,188.0,1068558.0,1148342.0
812,5614.1246083515,5724.5886121065,4.956,2220959462.0,436765064.0,1726690.0,1728934.0,95.0,1613939.0,619003174.0,1677853.0,686787138.0,263.0,769179.0,841399.0
813,6780.9234875127,7087.4549313835,8.17,2077277395.0,413367909.0,1663395.0,1663762.0,119.0,1888454.0,615625419.0,1981207.0,668076881.0,100.0,984304.0,1289405.0
814,9752.2645344981,9032.7654015272,8.042,2078476589.0,408520473.0,1691355.0,1693924.0,35.0,2467039.0,619022008.0,2549224.0,625787220.0,754.0,488028.0,550132.0
815,6967.3744250545,6374.5954289119,10.64,1892480011.0,370210178.0,1642706.0,1642007.0,155.0,3532198.0,616906824.0,3625029.0,586728173.0,354.0,1779784.0,1895350.0
816,2474.2269002968,3054.9824884963,9.21,1789089405.0,354742023.0,1745329.0,1746094.0,71.0,3654075.0,616978519.0,3767734.0,581753846.0,13.0,1565925.0,1801759.0
817,8608.079575214,8789.8813433862,11.53,1851436701.0,361767240.0,1641044.0,1639964.0,70.0,3917720.0,618940211.0,4187054.0,543647641.0,50.0,1895826.0,2000159.0
818,9856.9884009667,9759.0159172082,9.229,1943352144.0,380868127.0,1656357.0,1654220.0,115.0,3275472.0,616770546.0,3599566.0,587420616.0,75.0,1496973.0,1608735.0
819,9129.6001761539,9213.0171785163,8.97,1866330606.0,370393637.0,1611560.0,1611391.0,269.0,3091736.0,618987870.0,3119093.0,608186078.0,50.0,1528441.0,1636756.0
820,9859.3392894629,9759.1225657379,11.312,1846562767.0,361720289.0,1639945.0,1642239.0,850.0,3242711.0,616021325.0,3664164.0,564200861.0,88.0,1901079.0,2017790.0
821,8441.4644957962,7805.1786272912,252.291,1793837900.0,349991712.0,1581682.0,1564370.0,642.0,3942937.0,600451693.0,3649859.0,572746739.0,350.0,1768511.0,1984666.0
822,3086.7604127457,3803.3504764266,493.44,1438575225.0,306322910.0,1642224.0,1715515.0,2630.0,2893449.0,594806258.0,2469093.0,609820875.0,401.0,1146323.0,1241725.0
823,9133.6649114295,8287.519371165,14.912,2271475995.0,445095775.0,1719049.0,1711444.0,155.0,2600729.0,616973132.0,2687039.0,621989606.0,175.0,1161839.0,1258927.0
824,1938.9587969287,2775.3094764716,12.627,1768134304.0,344875175.0,1565232.0,1564931.0,100.0,4074813.0,618331406.0,4204432.0,539195084.0,100.0,1971833.0,2021732.0
825,9861.8459299663,9767.4978642793,31.271,1718810685.0,339988409.0,1586595.0,1587103.0,240.0,4316818.0,617611594.0,4454780.0,552322310.0,200.0,2105913.0,2217590.0
826,9218.9659636969,9245.5287071773,13.462,1791503685.0,349983229.0,1634527.0,1634804.0,105.0,4223856.0,616825863.0,4400580.0,551919957.0,125.0,2103281.0,2207406.0
827,9064.7479959343,8231.6806636628,55.879,1800061776.0,351224475.0,1633836.0,1633956.0,65.0,4346414.0,618933622.0,4461715.0,554022362.0,138.0,2142779.0,2111186.0
828,1510.2130171605,2295.6907847841,18.512,1933031095.0,381842472.0,1630099.0,1630062.0,125.0,2877889.0,618965861.0,2960439.0,623076586.0,1285.0,2040010.0,2163764.0
829,8476.6556226527,7814.397018515,5.386,2002377229.0,392672997.0,1674572.0,1674687.0,65.0,2991200.0,616969446.0,3083803.0,602851789.0,293.0,794633.0,1247493.0
830,1999.7993218485,1905.1190375634,31.117,2081177027.0,408253383.0,1697681.0,1698142.0,125.0,2608787.0,618340394.0,3014946.0,606291420.0,125.0,1252034.0,1326489.0
831,1918.0667413495,2688.2097756139,4.819,2075855450.0,396408372.0,1647785.0,1648432.0,165.0,2597929.0,618293118.0,1509915.0,721659461.0,100.0,1264992.0,1353048.0
832,9258.7792105061,8801.3421106028,30.867,1791694061.0,350001621.0,1633275.0,1633668.0,150.0,4377568.0,615221423.0,4477597.0,534491433.0,50.0,2113215.0,2223570.0
833,4311.0034943632,4169.4446594922,13.997,1792445077.0,350236870.0,1634548.0,1633546.0,1123.0,4272989.0,618093948.0,4432904.0,553685320.0,150.0,2128645.0,2115073.0
834,3172.1193714617,3375.1406824752,30.023,2097721794.0,401914437.0,1683966.0,1664322.0,889.0,4400137.0,618341974.0,2915673.0,648837670.0,75.0,1210742.0,1279442.0
835,5278.8402133036,5440.322210044,4.752,2284480179.0,438892149.0,1907309.0,1916227.0,591.0,1506448.0,614907832.0,2357770.0,640157180.0,225.0,1139955.0,1206688.0
836,6907.3182462976,6940.4636904775,19.27,1797995447.0,352679546.0,1642365.0,1652476.0,60.0,2793990.0,618358037.0,2902298.0,626422592.0,26.0,1356344.0,1448127.0
837,7215.8168443249,6968.601586288,6.57,2274039343.0,449606643.0,1736120.0,1739552.0,140.0,1051851.0,619023142.0,1081839.0,717274232.0,150.0,501021.0,551095.0
838,4910.812148615,5229.6683193344,4.681,2065133019.0,390392404.0,1645338.0,1647416.0,205.0,2593774.0,617447867.0,2593163.0,625416956.0,75.0,1263377.0,1334139.0
839,7620.827101127,7237.7249558205,12.599,1910690017.0,374262673.0,1655080.0,1655486.0,80.0,3518492.0,618998498.0,3623677.0,589114344.0,150.0,1696146.0,1799056.0
840,4520.4749888078,5085.4246815127,6.413,2101413930.0,412489858.0,1689370.0,1686787.0,416.0,2233493.0,617597094.0,2292442.0,647544339.0,25.0,1099092.0,1288619.0
841,9100.9173543097,8220.2491876003,7.415,2084831471.0,397779326.0,1642280.0,1641980.0,70.0,2396602.0,618914377.0,2406559.0,627439711.0,771.0,880294.0,960139.0
842,1227.4345116263,1702.8218450974,10.176,1954884076.0,383432750.0,1657799.0,1659523.0,15.0,3162252.0,618963130.0,3280726.0,603643968.0,577.0,1364895.0,1553516.0
843,6022.5776074169,6317.6460627022,12.013,1888818531.0,370161151.0,1645668.0,1648890.0,55.0,3579829.0,618932335.0,3703137.0,584486523.0,0.0,1755856.0,1857193.0
844,8461.8107586586,8019.7256879822,11.325,1969922969.0,386004340.0,1780876.0,1779768.0,100.0,3111581.0,620342661.0,3427618.0,571828669.0,13.0,1481237.0,1594019.0
845,3988.4570021596,3722.5835359215,9.84,1941382046.0,380194413.0,1653382.0,1654460.0,55.0,3239033.0,618264909.0,2874200.0,619816578.0,200.0,1574339.0,1661477.0
846,1858.9619089963,2230.9825694086,11.814,1972535551.0,386588678.0,1663178.0,1662932.0,217.0,3442438.0,618912706.0,3636205.0,593280056.0,25.0,1492983.0,1605990.0
847,5920.7613734655,6354.1157465259,9.357,1927255940.0,378566673.0,1609985.0,1608092.0,888.0,2295983.0,618894085.0,3319679.0,595078085.0,25.0,1636420.0,1749417.0
848,9938.323952135,9785.3316257559,28.838,2026963732.0,387465955.0,1662385.0,1645054.0,473.0,3480384.0,618998189.0,2485556.0,634527893.0,150.0,1191648.0,1279741.0
849,9790.3294617276,9602.12972605,4.764,2421468594.0,476654988.0,1765241.0,1753409.0,105.0,1805151.0,618950053.0,1862149.0,678263744.0,138.0,863457.0,934800.0
850,8019.9255834041,8090.6834484849,10.141,1937969357.0,377378413.0,1604854.0,1602251.0,155.0,3525841.0,619002862.0,3741307.0,584602953.0,13.0,1751265.0,1861875.0
851,8725.2202010328,8665.8577482762,16.035,1933233744.0,378775808.0,1657873.0,1659686.0,135.0,3331027.0,616458108.0,3340907.0,584059363.0,138.0,1616363.0,1716164.0
852,8224.0754641833,7981.7603936601,7.846,2197764648.0,431971619.0,1715616.0,1715781.0,95.0,1748799.0,619008081.0,1804742.0,676996927.0,38.0,822989.0,900034.0
853,5636.9187109366,5663.0205816038,6.845,2156442639.0,423702987.0,1666174.0,1663988.0,115.0,1927748.0,616386358.0,2063805.0,664691605.0,13.0,945080.0,908723.0
854,5486.0832489676,5061.6420663673,10.845,1873908120.0,366840156.0,1642158.0,1641987.0,95.0,3753387.0,618925361.0,3821312.0,562691782.0,150.0,1533433.0,1538563.0
855,2224.2045942537,2997.7326598647,53.206,1446478518.0,296913914.0,1437947.0,1594548.0,150.0,4517723.0,618307021.0,4655926.0,544479705.0,1392.0,2182483.0,2295827.0
856,9012.8564951055,8429.2006113522,259.811,1808572479.0,353343613.0,1628371.0,1803910.0,145.0,4110521.0,616095039.0,4340966.0,556642081.0,317.0,2043442.0,2148991.0
857,3709.2895729163,3902.3805345399,10.752,1824769903.0,357728049.0,1636211.0,1638150.0,75.0,4021843.0,618221198.0,4037767.0,548231800.0,13.0,1938559.0,2059364.0
858,5674.1161606138,5846.4141879451,10.81,1815655698.0,354526280.0,1628485.0,1627182.0,100.0,4106910.0,616650240.0,4275447.0,558205704.0,200.0,1991913.0,2099208.0
859,7591.3494453773,7839.0573760225,12.579,1818860634.0,360217206.0,1601900.0,1602505.0,172.0,3609870.0,614743604.0,3940336.0,575419136.0,75.0,1728117.0,1826920.0
860,9855.3406611941,9742.5526806708,10.551,1957772263.0,384054148.0,1656025.0,1658558.0,1011.0,3061598.0,617432778.0,3158752.0,588362648.0,413.0,1497747.0,1600160.0
861,9064.7216561876,9108.935829126,9.242,2134474222.0,413820462.0,1693272.0,1678405.0,882.0,2574239.0,618274966.0,2139625.0,662579201.0,226.0,987869.0,1065260.0
862,9622.1700445688,9320.3789406334,8.861,2076443475.0,423949229.0,1667859.0,1719716.0,357.0,2695582.0,617127309.0,2802623.0,633460905.0,13.0,1291442.0,1382774.0
863,5947.2529608286,5419.0611740149,13.997,1834359680.0,365241513.0,1650172.0,1740012.0,120.0,3169427.0,616880086.0,3361222.0,584385986.0,38.0,1589412.0,1701693.0
864,869.54291055127,840.79344678952,7.667,2043232222.0,401237288.0,1674985.0,1675027.0,65.0,2589376.0,618828606.0,2674229.0,631361574.0,63.0,1204641.0,1331005.0
865,1210.0260896808,1831.8127892333,9.152,1852144584.0,367215741.0,1608619.0,1650651.0,391.0,3351489.0,616375890.0,3454944.0,592845078.0,0.0,1619818.0,1728144.0
866,6817.7874585297,6127.8122412011,12.0,1806630974.0,353097803.0,1615072.0,1711462.0,115.0,3983057.0,616851286.0,4101130.0,538666862.0,88.0,1984595.0,2104361.0
867,5099.6880316055,4864.2430380675,28.764,1786881103.0,348780782.0,1632765.0,1632216.0,90.0,4368739.0,618946662.0,4517752.0,550117247.0,125.0,1993019.0,2317898.0
868,5124.607411638,5059.4050834288,16.231,1682268762.0,332849201.0,1605760.0,1622782.0,115.0,4395113.0,618870828.0,4510049.0,550731143.0,796.0,2055467.0,2206518.0
869,4513.0453035042,4480.0558800241,36.57,1844077808.0,360645817.0,1637115.0,1638185.0,90.0,3835103.0,616171209.0,3987007.0,553641036.0,341.0,1936556.0,2022427.0
870,4273.7167421773,4344.012375371,8.24,2167863196.0,425630259.0,1715440.0,1715041.0,45.0,1989909.0,618951910.0,2144073.0,654236555.0,63.0,946393.0,1030975.0
871,4604.2869506599,4227.985636085,8.266,2328765312.0,463922729.0,1741695.0,1741667.0,185.0,502385.0,619032751.0,571936.0,745380310.0,175.0,234929.0,273096.0
872,1536.7870647161,2054.645034507,4.701,2146172147.0,403322463.0,1542643.0,1499552.0,586.0,1641420.0,603466862.0,1393841.0,695814991.0,125.0,955036.0,960761.0
873,6689.7886794487,6960.4747543265,11.424,1688044451.0,331534463.0,1315646.0,1321794.0,621.0,2591665.0,581686717.0,2844114.0,478458638.0,225.0,1395932.0,1564198.0
874,8856.3490872103,8373.222207844,29.581,1608907896.0,318389959.0,1591033.0,1515212.0,1710.0,2167420.0,594675020.0,2444951.0,522341487.0,313.0,1371317.0,1474873.0
875,4819.4314929619,5357.7501457124,9.741,2016250434.0,394682251.0,1667064.0,1666399.0,757.0,2675938.0,616168892.0,2814832.0,622417976.0,213.0,1312416.0,1422077.0
876,9723.6278030357,9426.8823985719,8.006,2035848651.0,400639762.0,1673648.0,1674337.0,50.0,2546572.0,618932295.0,2554441.0,616736957.0,914.0,1168827.0,1248784.0
877,7116.6592576761,7067.1252853693,12.061,806253454.0,157240847.0,790816.0,791305.0,100.0,2543302.0,258999581.0,2591276.0,248779885.0,50.0,1250316.0,1285778.0
878,6342.1148239395,6209.8549395661,13.817,854283959.0,169200804.0,758326.0,758071.0,658.0,1672509.0,259021235.0,1755477.0,274985884.0,38.0,833973.0,858450.0
879,5481.5357137129,5835.8462763549,5.354,869354860.0,170131767.0,784153.0,784641.0,60.0,1942307.0,259023283.0,2014884.0,260869710.0,38.0,887354.0,909099.0
880,8833.6809612374,8841.6275437331,9.596,726119653.0,140591925.0,813843.0,813897.0,120.0,3672366.0,258903075.0,3780057.0,223699336.0,88.0,1808135.0,1775286.0
881,8989.0543889376,8983.4687862971,15.389,726800725.0,142613344.0,783551.0,783507.0,107.0,3199887.0,259003718.0,3305904.0,232765997.0,88.0,1951935.0,1807153.0
882,8797.1627200914,8318.2491150955,7.68,749993590.0,145488209.0,807565.0,807542.0,135.0,3373709.0,258961249.0,3465650.0,224548750.0,1348.0,1660897.0,1679000.0
883,4339.4880548646,4784.320211092,39.085,713906263.0,137813358.0,817772.0,817984.0,145.0,3873370.0,258938735.0,3980969.0,218824190.0,287.0,1812653.0,1851838.0
884,7862.8899810704,7111.608652296,11.389,716510487.0,140526436.0,786853.0,786230.0,135.0,3252139.0,258900574.0,3392299.0,229038406.0,13.0,1644925.0,1669665.0
885,1271.4922480485,1780.2385558301,9.398,774899044.0,150654436.0,800189.0,799870.0,65.0,2974245.0,258918982.0,3096026.0,229160567.0,75.0,1455870.0,1483879.0
886,6195.3568821619,6283.19387224,10.346,748326190.0,145092426.0,809947.0,809898.0,193.0,3233520.0,258988610.0,3386919.0,230464052.0,63.0,1558144.0,1625341.0
887,7200.1988790276,7152.702399858,15.264,658299953.0,129269059.0,897741.0,881750.0,1104.0,3987339.0,259059574.0,4094310.0,217353340.0,138.0,1985474.0,2000715.0
888,6588.2115918194,6656.8143270736,14.995,699227390.0,134975148.0,822945.0,823502.0,975.0,3947110.0,258982322.0,4107168.0,210786243.0,188.0,2020571.0,2040744.0
889,6959.7366881162,6610.4299007767,13.244,745917625.0,145548323.0,805614.0,806146.0,1452.0,3194775.0,258932480.0,3291211.0,234603629.0,113.0,1574157.0,1502203.0
890,4256.2832102795,4857.9018566756,9.232,728564619.0,143987793.0,780536.0,780816.0,145.0,3081415.0,259015377.0,3175391.0,236703702.0,50.0,1533792.0,1554061.0
891,9669.4000083322,9318.9552576083,12.038,856153525.0,167129252.0,792156.0,791474.0,90.0,2142044.0,259000987.0,2195617.0,264566558.0,88.0,1104285.0,1111558.0
892,6405.12032908,6236.8796620677,5.062,885300052.0,173186149.0,782116.0,782160.0,75.0,1777676.0,259046624.0,1853920.0,272771012.0,25.0,882590.0,902865.0
893,4593.4212000382,4490.3249932693,8.874,721630751.0,141343693.0,785348.0,784757.0,190.0,3275788.0,258968370.0,3375504.0,231324635.0,50.0,1616263.0,1636604.0
894,3757.9218406975,3882.0472605013,12.148,746542963.0,144762942.0,809493.0,808981.0,80.0,3368554.0,258992081.0,3394755.0,223657993.0,13.0,1668513.0,1696886.0
895,4851.9458116682,4760.1727606118,11.126,744726844.0,144644220.0,809954.0,786102.0,150.0,3295498.0,258989055.0,3473581.0,229389778.0,830.0,1690077.0,1594774.0
896,4448.3731265979,4855.8579721065,12.304,787102612.0,148362439.0,777374.0,778504.0,115.0,2832712.0,258981973.0,2901593.0,242547722.0,339.0,1381095.0,1420424.0
897,8096.4882503778,7599.3951145462,9.453,760926609.0,147717945.0,802795.0,802837.0,85.0,3252308.0,258989769.0,3213067.0,226694009.0,75.0,1601963.0,1636126.0
898,3416.9554337477,3730.8207601444,42.464,717597876.0,138764991.0,814992.0,814956.0,105.0,3767836.0,258991626.0,3902788.0,220959962.0,88.0,1883345.0,1794486.0
899,6395.150393505,6377.577164435,8.844,779305555.0,146591920.0,776701.0,776468.0,100.0,2935219.0,258935863.0,2978595.0,240205682.0,38.0,1431692.0,1460125.0
900,5933.5005082463,5623.7642815617,8.301,821270008.0,160348028.0,785268.0,785728.0,165.0,2313530.0,258998083.0,2377026.0,246354086.0,63.0,1144490.0,1181560.0
901,3424.3995604577,3800.459448164,9.12,816283321.0,159642974.0,785657.0,786490.0,912.0,2432491.0,259045755.0,2473431.0,251786332.0,40.0,1178629.0,1227134.0
902,6994.5746984284,6823.872012609,8.47,807689336.0,157881039.0,788020.0,788314.0,410.0,2477451.0,258874078.0,2564238.0,248874031.0,50.0,1222489.0,1259635.0
903,5565.4195361681,5965.9263759054,9.344,752851391.0,140997920.0,783239.0,784785.0,100.0,3118772.0,258949499.0,3109136.0,230701546.0,88.0,1532125.0,1564971.0
904,9049.0103503205,8695.1860432048,13.853,784445415.0,152510766.0,798819.0,798495.0,55.0,2907949.0,259033195.0,3006525.0,241542846.0,213.0,1431907.0,1458939.0
905,5823.6309480065,5937.8068322148,8.889,809079451.0,157697483.0,788809.0,789230.0,115.0,2546565.0,258871334.0,2625478.0,249013169.0,75.0,1258508.0,1284968.0
906,6751.2714139465,6546.8811350084,13.628,758416194.0,143355684.0,784143.0,782405.0,115.0,3191823.0,259027204.0,3197588.0,227520746.0,13.0,1574422.0,1602717.0
907,5398.8215775829,5885.9352863963,10.599,812153204.0,158360941.0,788684.0,788597.0,55.0,2494073.0,258992411.0,2571088.0,250479418.0,125.0,1219599.0,1216905.0
908,9485.2108100489,8972.2448580959,6.147,801135115.0,156191256.0,792809.0,792736.0,135.0,2657830.0,258835387.0,2726081.0,247173648.0,38.0,1572856.0,1450376.0
909,4375.9523649225,4026.007691824,10.183,764321268.0,148689347.0,781680.0,781843.0,90.0,3014255.0,258943363.0,3153008.0,229202263.0,1398.0,1545135.0,1577880.0
910,1221.5817694208,1365.2622909182,10.576,743670248.0,144050541.0,808295.0,809253.0,90.0,3476910.0,258961502.0,3572377.0,227078313.0,361.0,1716222.0,1742985.0
911,2798.5162409035,3007.5228660352,16.752,733945786.0,142028568.0,811387.0,811098.0,80.0,3548413.0,258962956.0,3514567.0,228331560.0,100.0,1756777.0,1786222.0
