,input_rate,output_rate,latency,l2fwd_instructions,l2fwd_branches,l2fwd_branch-misses,l2fwd_branch-load-misses,l2fwd_cache-misses,l2fwd_cache-references,l2fwd_cycles,l2fwd_L1-dcache-load-misses,l2fwd_L1-dcache-loads,l2fwd_LLC-load-misses,l2fwd_LLC-stores,l2fwd_LLC-loads
912,5354.7908022235,5847.4588082557,8.192,759022095.0,147533867.0,840323.0,840028.0,125.0,3106412.0,258870192.0,3294744.0,233003315.0,100.0,1550874.0,1587610.0
913,9706.2565991748,9489.2631332847,10.752,770513575.0,150010753.0,799007.0,799551.0,80.0,2934410.0,259046366.0,2996831.0,230800569.0,163.0,1491653.0,1517112.0
914,7297.5322778223,6858.2234737657,9.769,741241174.0,143582684.0,809202.0,808567.0,2383.0,3782879.0,259073217.0,3580354.0,228276807.0,50.0,1745141.0,1771432.0
915,3677.5392493477,4207.1602822948,120.23,751594037.0,147591684.0,776571.0,774788.0,993.0,3346103.0,258956353.0,3553254.0,228202104.0,75.0,1701348.0,1725935.0
916,8157.0196793977,7584.1741078695,9.241,942617271.0,181519684.0,772180.0,773634.0,358.0,1638745.0,258974607.0,1656689.0,268627448.0,138.0,808939.0,830459.0
917,2727.3925976135,2695.1169004322,5.069,927688564.0,182354125.0,765387.0,765681.0,45.0,1161597.0,259021364.0,1200956.0,288693650.0,25.0,562184.0,580262.0
918,3027.4889813932,3700.6824228574,9.337,840737875.0,164453896.0,760541.0,759185.0,105.0,2079595.0,258965158.0,2196220.0,259686292.0,75.0,1056120.0,1100632.0
919,9433.2596537398,8948.8074960272,9.61,741765382.0,143580873.0,810430.0,809867.0,105.0,3479270.0,259001929.0,3550908.0,221517495.0,200.0,1743971.0,1764167.0
920,8189.1711822,7679.5490693743,34.042,706503343.0,136190891.0,820957.0,821819.0,195.0,3978592.0,258954718.0,4077410.0,217554204.0,75.0,1963275.0,1932056.0
921,3199.8640068881,2980.5364394309,12.278,759854230.0,149671589.0,772264.0,776745.0,95.0,2754294.0,258993145.0,2858392.0,244108163.0,63.0,1061642.0,1042931.0
922,1088.6054649519,1037.0601488027,6.804,720777787.0,139970116.0,933169.0,934179.0,70.0,2939020.0,258969039.0,2980078.0,223020745.0,1044.0,1598768.0,1483218.0
923,986.587078678,1394.9806163548,11.315,795086364.0,154662206.0,796847.0,796842.0,65.0,2836062.0,259015375.0,2914622.0,247786668.0,544.0,1415979.0,1415959.0
924,5301.2066211352,5708.8910055558,6.784,847323165.0,168340098.0,746959.0,747763.0,105.0,1594365.0,259024684.0,1653853.0,274591483.0,25.0,811309.0,831052.0
925,8947.5366080767,8736.9576337498,6.442,804611342.0,152952224.0,766539.0,765543.0,295.0,2555356.0,258251091.0,3097072.0,226352049.0,263.0,1336069.0,1341290.0
926,6600.7965726968,6192.9532880025,28.148,659306670.0,129050665.0,743021.0,761937.0,471.0,3983108.0,258462624.0,4087664.0,212272024.0,276.0,1846690.0,2026837.0
927,3060.4727234365,3347.0095371878,13.475,749441711.0,147332422.0,776098.0,795622.0,204.0,2382513.0,259040743.0,3037271.0,239993342.0,150.0,1469803.0,1492589.0
928,5479.2671238027,5183.7551610162,8.979,925064406.0,183319761.0,765032.0,739330.0,962.0,1220281.0,259068508.0,1446110.0,274133279.0,25.0,675343.0,701801.0
929,3300.2204905946,3922.8823708612,5.334,1010181571.0,198225663.0,756356.0,756647.0,397.0,588256.0,259045965.0,593302.0,307656099.0,63.0,267971.0,289913.0
930,8535.4704736511,7875.2365986829,4.976,818969045.0,165544193.0,752132.0,773999.0,40.0,1518560.0,258992171.0,1560366.0,279870424.0,63.0,755298.0,756498.0
931,2360.7270613439,2373.0674660936,9.558,747666552.0,145057873.0,809687.0,810555.0,230.0,3330100.0,259007385.0,3367659.0,225553005.0,63.0,1669347.0,1683501.0
932,3067.9895847078,3664.2436153939,17.904,720647325.0,139347928.0,818228.0,817884.0,160.0,3744502.0,258949952.0,3820689.0,222787880.0,63.0,1735825.0,1877424.0
933,8520.2544496931,8323.4850040763,9.625,769735201.0,152335442.0,819881.0,820702.0,110.0,2580973.0,259013140.0,2644593.0,249412192.0,50.0,1264466.0,1173047.0
934,6175.4357932425,5621.3554497774,8.019,826472048.0,161353813.0,785012.0,785586.0,90.0,2327153.0,259005913.0,2356923.0,247767817.0,325.0,1385042.0,1488340.0
935,1627.8816287257,2318.9397040752,11.306,826012805.0,161265322.0,785883.0,785664.0,90.0,2325181.0,258995450.0,2387930.0,254902113.0,681.0,820156.0,1124452.0
936,8287.47982677,8410.7566378879,5.268,764395828.0,150104450.0,777020.0,776016.0,50.0,2862281.0,258951014.0,2944564.0,240912861.0,476.0,1403893.0,1443263.0
937,9053.1884802608,8227.377771408,15.03,800460259.0,155769161.0,797011.0,797018.0,95.0,2679992.0,259118000.0,2390380.0,253438350.0,88.0,1384080.0,1406611.0
938,1185.4924054622,1583.2674937435,7.325,899981650.0,176392243.0,768394.0,769045.0,35.0,1526279.0,258979112.0,1594679.0,276092237.0,63.0,709701.0,747115.0
939,5360.4303983977,5730.1576982876,6.39,769770656.0,151533512.0,851089.0,851819.0,55.0,3200017.0,258812807.0,3478755.0,237807707.0,50.0,1367111.0,1379822.0
940,8344.268921128,7781.9123403364,13.996,729819936.0,141259682.0,812472.0,810812.0,184.0,3237911.0,258964549.0,3695873.0,224536168.0,50.0,1792573.0,1809054.0
941,3329.1189627247,3581.8956757857,11.402,889216474.0,179118888.0,773189.0,769148.0,999.0,1400907.0,259107559.0,2009579.0,262986027.0,50.0,964227.0,979475.0
942,5646.0010782279,5403.0444013699,6.474,710377026.0,138038407.0,782983.0,778215.0,886.0,2261550.0,258903572.0,2274438.0,263415623.0,50.0,1086340.0,1106101.0
943,3667.940658611,4170.6041112256,11.408,601946410.0,118229212.0,992226.0,980324.0,406.0,3925517.0,258946814.0,4046120.0,207689126.0,163.0,1982252.0,2022614.0
944,7832.8367581384,7157.7861303315,37.472,854263533.0,166049300.0,794745.0,796039.0,105.0,2428504.0,259005462.0,2498464.0,254702239.0,175.0,1204601.0,1227961.0
945,2039.2070347186,2691.1864172322,5.284,896584915.0,175563314.0,776238.0,776756.0,130.0,1617778.0,258984296.0,1669151.0,276809102.0,150.0,811458.0,834066.0
946,8400.5823014551,8514.9164422977,9.658,715736326.0,140367139.0,787984.0,788487.0,135.0,3259371.0,259023996.0,3362034.0,230425246.0,63.0,1659659.0,1758647.0
947,9190.9559916001,8432.8421051919,15.62,784214997.0,152419664.0,799555.0,799347.0,100.0,2925139.0,258992415.0,3028183.0,236002817.0,88.0,1012372.0,909866.0
948,2055.7531219142,2391.3669961431,7.034,815793216.0,159169799.0,786998.0,786969.0,25.0,2430398.0,258978819.0,2502167.0,251950413.0,150.0,1504207.0,1458355.0
949,5290.468406433,5311.1297655884,8.368,782551925.0,154471017.0,766186.0,766399.0,75.0,2456878.0,258992377.0,2521524.0,252111424.0,999.0,1155379.0,1237892.0
950,5463.6786497296,5442.1545166662,7.658,783832731.0,152542875.0,799405.0,798937.0,65.0,2907102.0,259013383.0,3287907.0,225272482.0,334.0,1440418.0,1449203.0
951,5444.2284966792,5582.0902271474,15.9,835440018.0,162797551.0,792246.0,792315.0,50.0,2405216.0,259004091.0,1486796.0,289875389.0,88.0,1197545.0,1129640.0
952,6997.0468825441,7061.2530345679,5.021,799375626.0,157864181.0,771983.0,772462.0,110.0,2751216.0,259012739.0,3427955.0,239251199.0,13.0,1166042.0,1180659.0
953,7281.8798152672,7147.7537080212,12.403,701340923.0,135097769.0,822856.0,823755.0,100.0,4274199.0,258867622.0,4255601.0,215026565.0,63.0,2016960.0,2021714.0
954,5667.1347017732,5277.1296677197,40.784,825947335.0,166717908.0,779313.0,774268.0,208.0,1607818.0,259035384.0,2784634.0,250354906.0,75.0,1368704.0,1264473.0
955,2127.0236558403,2273.5893057395,5.433,772762223.0,150766550.0,767495.0,765487.0,993.0,2099959.0,258961080.0,2020764.0,265364224.0,38.0,956423.0,993738.0
956,4092.7828610716,4638.1402513414,12.019,779590345.0,152013993.0,797037.0,797928.0,594.0,2830849.0,259037696.0,2849394.0,235271273.0,38.0,1396984.0,1422783.0
957,8975.3218595037,8283.8521642531,12.643,782447362.0,152329594.0,795955.0,796174.0,55.0,2835522.0,259156362.0,2911353.0,241351207.0,63.0,1393784.0,1377829.0
958,2750.1737585147,3495.5608992533,9.763,764513738.0,143768235.0,776800.0,776199.0,55.0,3080157.0,259004660.0,3168233.0,235261343.0,38.0,1536716.0,1570205.0
959,9687.0008020154,9423.2101680684,9.597,737020006.0,142908052.0,810141.0,810219.0,135.0,3449704.0,258993903.0,3493452.0,221482976.0,63.0,1723026.0,1744565.0
960,6649.9845884334,6163.8623314016,16.598,748983000.0,145342590.0,807107.0,807422.0,45.0,3309049.0,258836603.0,3396399.0,230739529.0,88.0,1548890.0,1451853.0
961,2784.0354631929,3455.0697558743,9.555,844897836.0,159469385.0,762156.0,762010.0,95.0,2172476.0,258974615.0,2253756.0,259420321.0,88.0,621454.0,637793.0
962,9055.8961360918,8697.378009416,6.377,881083808.0,172813952.0,772032.0,772307.0,50.0,1682537.0,258978613.0,1721225.0,264077952.0,718.0,976131.0,893544.0
963,5444.0159197821,5534.7258304172,7.674,764431234.0,148326315.0,804189.0,803924.0,65.0,3162474.0,258956600.0,3552838.0,224583546.0,552.0,1579996.0,1593572.0
964,6186.0367037507,6039.1673554204,23.924,802898496.0,150200305.0,822129.0,822169.0,421.0,2805708.0,258968984.0,1870592.0,277590186.0,88.0,1381109.0,1402081.0
965,5097.6862181192,5401.7581311672,5.965,800940735.0,155822870.0,793889.0,794134.0,115.0,3316230.0,258948932.0,4300811.0,214026097.0,113.0,1386237.0,1409707.0
966,7500.6842761581,6982.8160214367,252.934,711868468.0,137560408.0,818797.0,817455.0,70.0,3511275.0,259013555.0,3767037.0,221240637.0,125.0,1917036.0,1943671.0
967,2625.3032505931,2590.504288897,11.945,836456206.0,161997546.0,806836.0,802511.0,183.0,1401177.0,258886057.0,2343564.0,255283783.0,25.0,1177792.0,1204662.0
968,2375.7666896753,2454.7423125218,5.917,717989352.0,137194724.0,820896.0,825202.0,1043.0,3262208.0,259117298.0,2774137.0,242438239.0,38.0,1367653.0,1396755.0
969,3071.675192143,3000.8158701691,20.871,781979266.0,152141623.0,797522.0,802169.0,875.0,3480785.0,259003439.0,3613847.0,226653063.0,200.0,1738230.0,1767550.0
970,2854.665398467,3324.559625841,8.727,763946300.0,148979872.0,800969.0,801148.0,342.0,3004148.0,258996950.0,3086890.0,237061892.0,50.0,1486818.0,1518761.0
971,6945.2742387234,6541.6162559564,9.645,779078709.0,151633644.0,774384.0,774634.0,75.0,2820846.0,258974619.0,2921524.0,232657388.0,50.0,1422172.0,1458596.0
972,3632.8419430624,4114.5259381378,9.821,760271339.0,147619537.0,805097.0,805588.0,35.0,3177684.0,259017988.0,3254161.0,234189312.0,125.0,1564751.0,1637043.0
973,7577.2048844446,6948.6837276708,11.002,802461206.0,156093757.0,796373.0,796204.0,55.0,2680295.0,259031254.0,2761299.0,247188863.0,75.0,992495.0,837590.0
974,2205.5094644934,2796.4018732885,6.048,895044410.0,175595575.0,748739.0,748466.0,115.0,1528648.0,259016740.0,1580740.0,269571650.0,213.0,699515.0,728566.0
975,7775.5000025471,7758.3619760213,9.043,783219715.0,153540244.0,830535.0,831412.0,80.0,1667543.0,258951738.0,1720974.0,242106895.0,200.0,928706.0,914221.0
976,7023.2352745999,6367.262014783,7.619,1819353838.0,357410160.0,1445592.0,1446690.0,165.0,1680668.0,518166989.0,1546503.0,491653260.0,1915.0,752644.0,852419.0
977,1079.6587451512,1345.026520431,5.507,1711552396.0,335770072.0,1385126.0,1385180.0,391.0,2484996.0,518815480.0,3261925.0,476959494.0,556.0,1215187.0,1310848.0
978,4148.4884850162,4742.1274473607,13.923,1684612068.0,329968132.0,1433822.0,1433814.0,120.0,2523371.0,519269504.0,2035694.0,550695977.0,225.0,1339202.0,1417263.0
979,9653.6484999884,9467.5477156332,8.148,1665536897.0,326092691.0,1431183.0,1428662.0,115.0,3724244.0,518984274.0,3740058.0,494699441.0,50.0,1426313.0,1506196.0
980,8065.3746654254,8260.2312418469,13.552,1750308864.0,352598221.0,1541192.0,1546760.0,151.0,1063691.0,518959229.0,2243158.0,540287611.0,50.0,1219149.0,1293446.0
981,9797.3642327283,9571.4629384934,8.906,1749682555.0,340223658.0,1556030.0,1568452.0,987.0,3335121.0,585247133.0,2498753.0,571772613.0,150.0,1190635.0,1272219.0
982,7627.1642197612,7290.0074836279,11.658,1867543398.0,365452007.0,1641450.0,1644689.0,894.0,3793312.0,618717925.0,3911977.0,576035477.0,100.0,1832913.0,1948621.0
983,4299.2182116797,4401.6960420313,10.365,2410228508.0,458450375.0,1752299.0,1682009.0,557.0,2158529.0,615456017.0,2244995.0,660142925.0,75.0,1039417.0,1101178.0
984,5584.6438224936,5884.4483794708,4.695,2234665656.0,441430012.0,1735360.0,1740268.0,105.0,1373448.0,618939826.0,1400852.0,680071902.0,263.0,649405.0,717727.0
985,8475.1517441402,8536.6778118687,8.055,1936440465.0,379365858.0,1658570.0,1656625.0,150.0,3329997.0,617619141.0,3455253.0,597088866.0,50.0,1625867.0,1790801.0
986,9166.4537862165,9194.0060217773,118.973,1733934650.0,343288900.0,1587642.0,1590563.0,150.0,4075556.0,616869995.0,4310988.0,557130594.0,25.0,1922020.0,1971872.0
987,9257.6660863366,8662.0398022376,12.979,1812919794.0,354052836.0,1635007.0,1636892.0,90.0,4188281.0,618964314.0,4226233.0,544585431.0,183.0,2226338.0,2310687.0
988,3600.8165252827,3982.4449840784,30.285,1810628901.0,353857393.0,1634734.0,1635392.0,115.0,4196975.0,618898541.0,4328844.0,558217100.0,150.0,1890711.0,1998283.0
989,6966.943319334,6686.529538035,12.701,1866185295.0,370543486.0,1612405.0,1615350.0,155.0,3141579.0,616262218.0,3125401.0,617044244.0,676.0,1323196.0,1591318.0
990,4841.4318085386,5377.9682548458,7.661,2026630375.0,397734243.0,1674088.0,1674250.0,15.0,2693716.0,618335212.0,2867589.0,598207549.0,348.0,1284932.0,1390690.0
991,9267.9545612227,8545.7935669183,8.585,1910832650.0,374321848.0,1652461.0,1652109.0,55.0,3632665.0,617042726.0,4175404.0,564484085.0,63.0,1626244.0,1798082.0
992,3146.2639405749,3827.3538536596,13.181,1676859810.0,331614599.0,1628187.0,1695451.0,85.0,3991482.0,616268963.0,4260585.0,545800368.0,25.0,1963957.0,2092635.0
993,8780.1203482626,7952.0155360309,15.894,1778916823.0,346893522.0,1628693.0,1628263.0,70.0,4527090.0,619001611.0,4453710.0,533278742.0,188.0,2126382.0,2245668.0
994,1088.6414332147,1220.2705720484,23.437,2080130077.0,411128295.0,1689448.0,1698209.0,333.0,2097739.0,618128011.0,3252884.0,602242599.0,50.0,1457835.0,1674598.0
995,2510.8305319432,2686.7971025046,7.235,1805507400.0,357841836.0,1594568.0,1635188.0,950.0,3036384.0,615959004.0,2890398.0,619529460.0,50.0,1363070.0,1470804.0
996,4178.5711543483,4155.3205338304,10.317,2047094860.0,401370182.0,1669320.0,1668321.0,471.0,3008425.0,614911972.0,3080547.0,574303406.0,75.0,1488433.0,1588986.0
997,4520.7578292362,5055.4222864155,8.013,1832857992.0,363108643.0,1641802.0,1648393.0,125.0,3509963.0,618969976.0,3635628.0,589164070.0,88.0,1642035.0,1805369.0
998,9172.2738733249,8783.7754618432,41.033,1890102364.0,375772539.0,1620155.0,1620000.0,100.0,3059854.0,618929489.0,3152962.0,614738253.0,113.0,1471029.0,1520888.0
999,5808.7625720185,6113.0048545499,5.696,1995415203.0,390932763.0,1673460.0,1674378.0,355.0,2995895.0,617029518.0,2994988.0,601669473.0,75.0,1853232.0,2260430.0
