,input_rate,output_rate,latency,bridge_instructions,bridge_branches,bridge_branch-misses,bridge_branch-load-misses,bridge_cache-misses,bridge_cache-references,bridge_cycles,bridge_L1-dcache-load-misses,bridge_L1-dcache-loads,bridge_LLC-load-misses,bridge_LLC-stores,bridge_LLC-loads
132,6711.6674647809,6088.5374148421,10.48,1798354572.0,354434495.0,1606036.0,1607947.0,367.0,3153913.0,615569587.0,3479872.0,548546382.0,188.0,1409769.0,1981879.0
133,1734.9983818206,2550.3208597929,10.432,1727413794.0,339829735.0,1596550.0,1594411.0,1093.0,3503784.0,616712021.0,3463661.0,529299233.0,125.0,1333634.0,1982326.0
134,9823.907553616,9870.5855844753,17.015,1818243769.0,361147902.0,1560698.0,1557092.0,1260.0,3210516.0,618243605.0,3286380.0,560801605.0,75.0,1324257.0,1868016.0
135,9933.5188935441,9903.4848793301,9.498,1798724121.0,355404089.0,1605255.0,1607358.0,531.0,3006260.0,614376829.0,3205031.0,566089416.0,150.0,1279920.0,1803481.0
136,9505.7398176996,9043.5476255695,8.061,1859163938.0,366258129.0,1615575.0,1615302.0,165.0,3010743.0,619021534.0,3025158.0,560121592.0,213.0,1187095.0,1673897.0
137,5468.8190730253,5823.0855262045,12.08,1848376380.0,363600711.0,1611482.0,1611052.0,200.0,3078906.0,618975526.0,3154586.0,570143789.0,726.0,1396156.0,2115993.0
138,8084.4916542037,7331.315277635,5.085,1700139419.0,338495916.0,1647133.0,1648794.0,241.0,3335880.0,617026394.0,3526762.0,546462910.0,225.0,1330851.0,1903125.0
139,1026.6873186549,1084.3858982189,65.684,2087871630.0,411365264.0,1672524.0,1674785.0,130.0,1891286.0,618278493.0,1944884.0,632318944.0,75.0,210101.0,313461.0
140,2306.9440544942,3059.4256413643,39.827,2052402283.0,404351300.0,1669713.0,1669967.0,170.0,2028040.0,617654844.0,2372594.0,598018207.0,138.0,1458925.0,1620798.0
141,9068.2567572001,8647.0772069882,251.616,1950669772.0,387722290.0,1778243.0,1786329.0,388.0,2003974.0,610339029.0,1154023.0,701883166.0,1535.0,758483.0,1162833.0
142,5273.433750375,5453.5386566963,7.84,2247959322.0,443128549.0,1668839.0,1656886.0,537.0,736705.0,595556088.0,912176.0,671182888.0,518.0,273599.0,403605.0
143,7082.0807375861,7138.2958180907,11.994,2067569936.0,406982316.0,1671765.0,1661511.0,3651.0,2858598.0,619189273.0,3255000.0,569843681.0,589.0,819759.0,1168750.0
144,7453.2215390513,7086.0699440817,5.552,1919702931.0,390909978.0,2119892.0,2128085.0,315.0,1413062.0,616799563.0,1716290.0,645032071.0,200.0,947877.0,1339271.0
145,3557.9131712416,3330.3869636664,8.025,1863840070.0,363165339.0,1620000.0,1608411.0,1185.0,3350667.0,618294583.0,2652722.0,592709382.0,188.0,989012.0,1404134.0
146,1408.3575197861,1408.9077025854,20.007,1832435287.0,360756604.0,1614408.0,1614133.0,1211.0,3219610.0,618802540.0,3340366.0,557839771.0,300.0,1270057.0,1772526.0
147,1840.4221672701,2261.9747803499,10.195,1939478886.0,384638148.0,1585900.0,1583557.0,1013.0,2620459.0,618805541.0,2759331.0,594983384.0,200.0,1108897.0,1571141.0
148,5966.1403578827,6063.7818627568,11.417,2083584937.0,408601241.0,1653354.0,1651250.0,529.0,2043481.0,616728769.0,2093713.0,618175788.0,100.0,856601.0,1230695.0
