Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1657544494,Device: id=0,TX,0.17668032054916,499.9533117084,528.22216299627,176703,62503186
1657544495,Device: id=0,TX,0.1740542685662,492.08933641299,519.93801938358,350784,124023800
1657544496,Device: id=0,TX,0.17644530002624,500.00168673416,528.23293473836,527263,186535948
1657544497,Device: id=0,TX,0.17692023129542,499.97832323768,528.28556024495,704224,249047640
1657544498,Device: id=0,TX,0.17680586688552,499.98558259556,528.27452129724,881055,311554722
1657544499,Device: id=0,TX,0.17718269160726,499.97509677702,528.32432743418,1058274,374064416
1657544500,Device: id=0,TX,0.17683673014506,499.98987125182,528.28374807503,1235169,436583744
1657544501,Device: id=0,TX,0.1774631154943,500.00029898389,528.39439746298,1412639,499086206
1657544502,Device: id=0,TX,0.17607791294741,499.97489013461,528.1473562062,1588736,561589842
1657544503,Device: id=0,TX,0.18552507230285,523.64964280047,553.33365436892,1774271,627049550
1657544504,Device: id=0,TX,0.35515297962009,999.94985191761,1056.7743286568,2129471,752059830
1657544505,Device: id=0,TX,0.35248036909451,999.97572112241,1056.3725801775,2482015,877079360
1657544506,Device: id=0,TX,0.35236922605433,999.96758301293,1056.3466591816,2834431,1002091900
1657544507,Device: id=0,TX,0.353929481673,999.97669771523,1056.6054147829,3188383,1127096940
1657544508,Device: id=0,TX,0.3534924006065,999.97197963627,1056.5307637333,3541920,1252109208
1657544509,Device: id=0,TX,0.35466995358168,999.96257903445,1056.7097716075,3896607,1377110538
1657544510,Device: id=0,TX,0.35417792875214,999.9769302313,1056.6453988316,4250816,1502118620
1657544511,Device: id=0,TX,0.35412355509768,999.96768303441,1056.62745185,4604992,1627133092
1657544512,Device: id=0,TX,0.35413212217234,999.97250925692,1056.6336488045,4959169,1752145496
1657544513,Device: id=0,TX,0.37043029230213,1048.2729775421,1107.5418243105,5329602,1883180576
1657544514,Device: id=0,TX,0.707676220644,1999.9422294857,2113.1704247888,6037279,2133173630
1657544515,Device: id=0,TX,0.70706459724893,1999.9485011481,2113.0788367079,6744351,2383169810
1657544516,Device: id=0,TX,0.70754478422079,1999.9374387911,2113.1446042665,7451905,2633165246
